Rank,Name,Symbol,MainLink,HistoricalLink,Tags,Github_link
136,aelf,ELF,https://coinmarketcap.com/currencies/aelf/,https://coinmarketcap.com/currencies/aelf/historical-data/,"['Marketplace', 'Enterprise Solutions', 'Arrington XRP Capital Portfolio']",https://github.com/aelfProject
137,Fetch.ai,FET,https://coinmarketcap.com/currencies/fetch/,https://coinmarketcap.com/currencies/fetch/historical-data/,"['Cosmos Ecosystem', 'AI & Big Data', 'Collectibles & NFTs']",https://github.com/fetchai
138,Blur,BLUR,https://coinmarketcap.com/currencies/blur-token/,https://coinmarketcap.com/currencies/blur-token/historical-data/,['Collectibles & NFTs'],
139,Waves,WAVES,https://coinmarketcap.com/currencies/waves/,https://coinmarketcap.com/currencies/waves/historical-data/,"['LPoS', 'Platform', 'Smart Contracts']",https://github.com/wavesplatform/
140,Golem,GLM,https://coinmarketcap.com/currencies/golem-network-tokens/,https://coinmarketcap.com/currencies/golem-network-tokens/historical-data/,"['Platform', 'Distributed Computing', 'Payments']",https://github.com/golemfactory/golem
141,Aragon,ANT,https://coinmarketcap.com/currencies/aragon/,https://coinmarketcap.com/currencies/aragon/historical-data/,"['Platform', 'Enterprise Solutions', 'DAO']",
142,Audius,AUDIO,https://coinmarketcap.com/currencies/audius/,https://coinmarketcap.com/currencies/audius/historical-data/,"['Music', 'DAO', 'Coinbase Ventures Portfolio']",
143,JasmyCoin,JASMY,https://coinmarketcap.com/currencies/jasmy/,https://coinmarketcap.com/currencies/jasmy/historical-data/,"['IoT', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",
144,FLOKI,FLOKI,https://coinmarketcap.com/currencies/floki-inu/,https://coinmarketcap.com/currencies/floki-inu/historical-data/,"['Gaming', 'Memes', 'Metaverse']",https://github.com/floki-inu
145,Threshold,T,https://coinmarketcap.com/currencies/threshold/,https://coinmarketcap.com/currencies/threshold/historical-data/,['Bitcoin Ecosystem'],https://github.com/threshold-network
146,ICON,ICX,https://coinmarketcap.com/currencies/icon/,https://coinmarketcap.com/currencies/icon/historical-data/,"['Platform', 'Enterprise Solutions', 'Interoperability']",https://github.com/icon-project
147,Kusama,KSM,https://coinmarketcap.com/currencies/kusama/,https://coinmarketcap.com/currencies/kusama/historical-data/,"['Substrate', 'Polkadot Ecosystem', 'CMS Holdings Portfolio']",https://github.com/kusamanetwork
148,Siacoin,SC,https://coinmarketcap.com/currencies/siacoin/,https://coinmarketcap.com/currencies/siacoin/historical-data/,"['Mineable', 'PoW', 'Blake2b']",https://github.com/SiaFoundation
149,Worldcoin,WLD,https://coinmarketcap.com/currencies/worldcoin-org/,https://coinmarketcap.com/currencies/worldcoin-org/historical-data/,"['Privacy', 'Zero Knowledge Proofs', 'Identity']",https://github.com/worldcoin
150,Solar,SXP,https://coinmarketcap.com/currencies/sxp/,https://coinmarketcap.com/currencies/sxp/historical-data/,"['Medium of Exchange', 'DeFi', 'Payments']",https://github.com/Solar-network
151,Terra,LUNA,https://coinmarketcap.com/currencies/terra-luna-v2/,https://coinmarketcap.com/currencies/terra-luna-v2/historical-data/,['Alleged SEC Securities'],https://github.com/terra-money/core
152,Illuvium,ILV,https://coinmarketcap.com/currencies/illuvium/,https://coinmarketcap.com/currencies/illuvium/historical-data/,"['Collectibles & NFTs', 'Gaming', 'DAO']",
153,Hive,HIVE,https://coinmarketcap.com/currencies/hive-blockchain/,https://coinmarketcap.com/currencies/hive-blockchain/historical-data/,"['DPoS', 'Media', 'Content Creation']",https://github.com/openhive-network/hive
154,0x Protocol,ZRX,https://coinmarketcap.com/currencies/0x/,https://coinmarketcap.com/currencies/0x/historical-data/,"['Platform', 'Decentralized Exchange (DEX) Token', 'DeFi']",https://github.com/0xProject
155,EthereumPoW,ETHW,https://coinmarketcap.com/currencies/ethereum-pow/,https://coinmarketcap.com/currencies/ethereum-pow/historical-data/,['PoW'],https://github.com/ethereumpow
156,Ontology,ONT,https://coinmarketcap.com/currencies/ontology/,https://coinmarketcap.com/currencies/ontology/historical-data/,"['Enterprise Solutions', 'Identity', 'Metaverse']",https://github.com/ontio
157,ssv.network,SSV,https://coinmarketcap.com/currencies/ssv-network/,https://coinmarketcap.com/currencies/ssv-network/historical-data/,"['Platform', 'DeFi', 'Staking']",https://github.com/bloxapp/ssv-web
158,Moonbeam,GLMR,https://coinmarketcap.com/currencies/moonbeam/,https://coinmarketcap.com/currencies/moonbeam/historical-data/,"['Smart Contracts', 'Substrate', 'Polkadot']",https://github.com/PureStake/moonbeam
159,IOST,IOST,https://coinmarketcap.com/currencies/iostoken/,https://coinmarketcap.com/currencies/iostoken/historical-data/,"['Hardware', 'IoT', 'Huobi Capital Portfolio']",
160,Band Protocol,BAND,https://coinmarketcap.com/currencies/band-protocol/,https://coinmarketcap.com/currencies/band-protocol/historical-data/,"['Cosmos Ecosystem', 'DeFi', 'Oracles']",https://github.com/bandprotocol
161,Biconomy,BICO,https://coinmarketcap.com/currencies/biconomy/,https://coinmarketcap.com/currencies/biconomy/historical-data/,"['Platform', 'Interoperability', 'Coinbase Ventures Portfolio']",https://github.com/bcnmy
162,Harmony,ONE,https://coinmarketcap.com/currencies/harmony/,https://coinmarketcap.com/currencies/harmony/historical-data/,"['Platform', 'Enterprise Solutions', 'Scaling']",https://github.com/harmony-one
163,WAX,WAXP,https://coinmarketcap.com/currencies/wax/,https://coinmarketcap.com/currencies/wax/historical-data/,"['Media', 'Collectibles & NFTs', 'Gaming']",https://github.com/worldwide-asset-exchange/
164,SushiSwap,SUSHI,https://coinmarketcap.com/currencies/sushiswap/,https://coinmarketcap.com/currencies/sushiswap/historical-data/,"['Collectibles & NFTs', 'Decentralized Exchange (DEX) Token', 'DeFi']",https://github.com/sushiswap/sushiswap
165,Axelar,AXL,https://coinmarketcap.com/currencies/axelar/,https://coinmarketcap.com/currencies/axelar/historical-data/,"['Interoperability', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio']",https://github.com/axelarnetwork
166,IoTeX,IOTX,https://coinmarketcap.com/currencies/iotex/,https://coinmarketcap.com/currencies/iotex/historical-data/,"['Platform', 'IoT', 'Hashkey Capital Portfolio']",https://github.com/iotexproject/iotex-core
167,MAGIC,MAGIC,https://coinmarketcap.com/currencies/magic-token/,https://coinmarketcap.com/currencies/magic-token/historical-data/,"['Gaming', 'Metaverse', 'Arbitrum Ecosystem']",https://github.com/TreasureProject/
168,Merit Circle,MC,https://coinmarketcap.com/currencies/merit-circle/,https://coinmarketcap.com/currencies/merit-circle/historical-data/,"['Gaming', 'Binance Launchpool', 'Governance']",
169,TerraClassicUSD,USTC,https://coinmarketcap.com/currencies/terrausd/,https://coinmarketcap.com/currencies/terrausd/historical-data/,"['Cosmos Ecosystem', 'Stablecoin', 'Algorithmic Stablecoin']",https://github.com/terra-project
170,Kadena,KDA,https://coinmarketcap.com/currencies/kadena/,https://coinmarketcap.com/currencies/kadena/historical-data/,"['Mineable', 'PoW', 'Blake2S']",https://github.com/kadena-io/chainweb-node
171,UniBot,UNIBOT,https://coinmarketcap.com/currencies/unibot-eth/,https://coinmarketcap.com/currencies/unibot-eth/historical-data/,"['Ethereum Ecosystem', 'Telegram Bot']",
172,BORA,BORA,https://coinmarketcap.com/currencies/bora/,https://coinmarketcap.com/currencies/bora/historical-data/,"['Marketplace', 'Gaming']",
173,Nervos Network,CKB,https://coinmarketcap.com/currencies/nervos-network/,https://coinmarketcap.com/currencies/nervos-network/historical-data/,"['Mineable', 'PoW', 'Platform']",https://github.com/nervosnetwork
174,DigiByte,DGB,https://coinmarketcap.com/currencies/digibyte/,https://coinmarketcap.com/currencies/digibyte/historical-data/,"['Mineable', 'PoW', 'Multiple algorithms']",https://github.com/DigiByte-Core
175,Stargate Finance,STG,https://coinmarketcap.com/currencies/stargate-finance/,https://coinmarketcap.com/currencies/stargate-finance/historical-data/,"['Ethereum Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem']",
176,DAO Maker,DAO,https://coinmarketcap.com/currencies/dao-maker/,https://coinmarketcap.com/currencies/dao-maker/historical-data/,"['DeFi', 'Governance', 'Launchpad']",https://github.com/daomaker
177,MobileCoin,MOB,https://coinmarketcap.com/currencies/mobilecoin/,https://coinmarketcap.com/currencies/mobilecoin/historical-data/,"['Privacy', 'Payments', 'Arrington XRP Capital Portfolio']",https://github.com/mobilecoinfoundation/mobilecoin
178,Ribbon Finance,RBN,https://coinmarketcap.com/currencies/ribbon-finance/,https://coinmarketcap.com/currencies/ribbon-finance/historical-data/,"['Derivatives', 'Coinbase Ventures Portfolio', 'Real World Assets']",https://github.com/ribbon-finance
179,Core,CORE,https://coinmarketcap.com/currencies/core-dao/,https://coinmarketcap.com/currencies/core-dao/historical-data/,['Platform'],
180,SKALE,SKL,https://coinmarketcap.com/currencies/skale-network/,https://coinmarketcap.com/currencies/skale-network/historical-data/,"['Platform', 'Scaling', 'Smart Contracts']",https://github.com/skalenetwork
181,Flux,FLUX,https://coinmarketcap.com/currencies/zel/,https://coinmarketcap.com/currencies/zel/historical-data/,"['Mineable', 'PoW', 'Distributed Computing']",https://github.com/runonflux
182,UMA,UMA,https://coinmarketcap.com/currencies/uma/,https://coinmarketcap.com/currencies/uma/historical-data/,"['DeFi', 'Derivatives', 'Oracles']",https://github.com/UMAprotocol/whitepaper
183,Horizen,ZEN,https://coinmarketcap.com/currencies/horizen/,https://coinmarketcap.com/currencies/horizen/historical-data/,"['Mineable', 'PoW', 'Medium of Exchange']",https://github.com/HorizenOfficial
184,Galxe,GAL,https://coinmarketcap.com/currencies/galxe/,https://coinmarketcap.com/currencies/galxe/historical-data/,"['Binance Launchpool', 'MVB', 'Spartan Group']",
185,Reserve Rights,RSR,https://coinmarketcap.com/currencies/reserve-rights/,https://coinmarketcap.com/currencies/reserve-rights/historical-data/,"['Store Of Value', 'DeFi', 'Coinbase Ventures Portfolio']",https://github.com/reserve-protocol
186,TomoChain,TOMO,https://coinmarketcap.com/currencies/tomochain/,https://coinmarketcap.com/currencies/tomochain/historical-data/,"['Platform', 'Alameda Research Portfolio', 'Injective Ecosystem']",https://github.com/tomochain/
187,Everscale,EVER,https://coinmarketcap.com/currencies/everscale/,https://coinmarketcap.com/currencies/everscale/historical-data/,['Everscale Ecosystem'],https://github.com/tonlabs/ever-sdk
188,STP,STPT,https://coinmarketcap.com/currencies/standard-tokenization-protocol/,https://coinmarketcap.com/currencies/standard-tokenization-protocol/historical-data/,"['DeFi', 'Payments']",
189,Lisk,LSK,https://coinmarketcap.com/currencies/lisk/,https://coinmarketcap.com/currencies/lisk/historical-data/,"['DPoS', 'Platform', 'Enterprise Solutions']",https://github.com/LiskHQ/lisk-sdk
190,Nano,XNO,https://coinmarketcap.com/currencies/nano/,https://coinmarketcap.com/currencies/nano/historical-data/,"['DAG', 'Blake2b', 'Medium of Exchange']",https://github.com/nanocurrency
191,Storj,STORJ,https://coinmarketcap.com/currencies/storj/,https://coinmarketcap.com/currencies/storj/historical-data/,"['Platform', 'Distributed Computing', 'Filesharing']",https://github.com/storj/storj
192,Alchemy Pay,ACH,https://coinmarketcap.com/currencies/alchemy-pay/,https://coinmarketcap.com/currencies/alchemy-pay/historical-data/,['DWF Labs Portfolio'],https://github.com/Alchemy-GPS
193,Kyber Network Crystal v2,KNC,https://coinmarketcap.com/currencies/kyber-network-crystal-v2/,https://coinmarketcap.com/currencies/kyber-network-crystal-v2/historical-data/,"['Marketplace', 'Decentralized Exchange (DEX) Token', 'DeFi']",https://github.com/kybernetwork
194,Cartesi,CTSI,https://coinmarketcap.com/currencies/cartesi/,https://coinmarketcap.com/currencies/cartesi/historical-data/,"['PoS', 'Platform', 'Cosmos Ecosystem']",https://github.com/cartesi
195,Celer Network,CELR,https://coinmarketcap.com/currencies/celer-network/,https://coinmarketcap.com/currencies/celer-network/historical-data/,"['Platform', 'Enterprise Solutions', 'Zero Knowledge Proofs']",https://github.com/celer-network
196,PlayDapp,PLA,https://coinmarketcap.com/currencies/playdapp/,https://coinmarketcap.com/currencies/playdapp/historical-data/,"['Gaming', 'Ethereum Ecosystem', 'Metaverse']",https://github.com/playdapp
197,Pundi X (New),PUNDIX,https://coinmarketcap.com/currencies/pundix-new/,https://coinmarketcap.com/currencies/pundix-new/historical-data/,[],
198,Vulcan Forged PYR,PYR,https://coinmarketcap.com/currencies/vulcan-forged-pyr/,https://coinmarketcap.com/currencies/vulcan-forged-pyr/historical-data/,"['Collectibles & NFTs', 'Gaming', 'Entertainment']",
199,Status,SNT,https://coinmarketcap.com/currencies/status/,https://coinmarketcap.com/currencies/status/historical-data/,"['Media', 'Content Creation', 'Privacy']",https://github.com/status-im
200,Amp,AMP,https://coinmarketcap.com/currencies/amp/,https://coinmarketcap.com/currencies/amp/historical-data/,"['SEC Security Token', 'Alleged SEC Securities']",https://github.com/amptoken
